"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/2007","47.33","47.51","50.45","47.23","2.78B","-0.15%"
"06/01/2007","47.40","47.38","47.72","45.97","2.82B","0.40%"
"05/01/2007","47.21","45.78","47.32","45.47","2.58B","3.15%"
"04/01/2007","45.77","43.49","46.51","43.12","1.85B","5.58%"
"03/01/2007","43.35","42.37","44.27","41.89","2.89B","0.46%"
"02/01/2007","43.15","44.09","45.36","42.75","2.40B","-1.69%"
"01/01/2007","43.89","43.28","45.21","42.34","2.63B","2.12%"
"12/01/2006","42.98","43.82","44.57","42.70","1.90B","-2.01%"
"11/01/2006","43.86","42.55","44.67","41.44","2.37B","3.44%"
"10/01/2006","42.40","40.43","42.74","39.72","2.41B","4.74%"
"09/01/2006","40.48","38.91","40.78","38.16","2.24B","4.57%"
"08/01/2006","38.71","36.64","38.87","36.11","2.28B","4.76%"
"07/01/2006","36.95","38.72","38.84","35.39","2.46B","-4.30%"
"06/01/2006","38.61","38.75","39.83","37.01","3.05B","-0.13%"
"05/01/2006","38.66","41.75","42.13","38.07","2.71B","-7.25%"
"04/01/2006","41.68","41.98","42.87","41.22","1.76B","-0.19%"
"03/01/2006","41.76","41.04","42.13","40.02","2.19B","2.03%"
"02/01/2006","40.93","41.58","42.00","40.09","1.65B","-2.15%"
"01/01/2006","41.83","40.48","43.13","39.99","1.97B","3.95%"
"12/01/2005","40.24","41.34","42.14","40.19","1.42B","-2.02%"
"11/01/2005","41.07","38.60","41.85","38.55","1.72B","6.10%"
"10/01/2005","38.71","39.38","39.72","37.18","2.28B","-1.50%"
"09/01/2005","39.30","38.82","39.74","38.08","1.68B","1.24%"
"08/01/2005","38.82","39.48","39.97","38.10","1.74B","-1.50%"
"07/01/2005","39.41","36.71","39.76","36.40","1.64B","7.59%"
"06/01/2005","36.63","37.87","38.52","36.55","1.95B","-3.40%"
"05/01/2005","37.92","34.95","38.11","34.74","1.89B","8.84%"
"04/01/2005","34.84","36.67","36.92","34.21","2.35B","-4.34%"
"03/01/2005","36.42","37.22","38.13","35.79","2.15B","-1.75%"
"02/01/2005","37.07","37.33","38.32","36.55","1.78B","-0.48%"
"01/01/2005","37.25","39.90","40.13","36.31","2.22B","-6.29%"
"12/01/2004","39.75","39.06","40.51","37.06","1.87B","2.03%"
"11/01/2004","38.96","36.83","39.48","36.65","1.98B","6.01%"
"10/01/2004","36.75","35.30","37.09","35.05","2.26B","5.03%"
"09/01/2004","34.99","33.79","35.70","33.66","1.96B","3.28%"
"08/01/2004","33.88","34.47","34.88","32.22","2.02B","-2.50%"
"07/01/2004","34.75","37.50","37.50","33.56","2.27B","-7.53%"
"06/01/2004","37.58","36.11","37.74","35.67","1.81B","3.24%"
"05/01/2004","36.40","34.86","36.40","33.97","2.32B","5.11%"
"04/01/2004","34.63","35.66","37.34","34.58","2.22B","-2.97%"
"03/01/2004","35.69","36.53","37.03","33.87","2.51B","-2.00%"
"02/01/2004","36.42","37.05","37.81","35.75","1.73B","-1.35%"
"01/01/2004","36.92","36.51","38.84","36.07","1.76B","1.68%"
"12/01/2003","36.31","35.56","36.49","33.99","1.75B","3.07%"
"11/01/2003","35.23","35.28","36.03","33.59","1.50B","0.57%"
"10/01/2003","35.03","32.48","35.85","32.29","1.92B","8.49%"
"09/01/2003","32.29","33.35","34.72","32.22","1.91B","-2.89%"
"08/01/2003","33.25","31.56","33.32","29.81","1.42B","4.99%"
"07/01/2003","31.67","29.58","32.61","29.14","1.82B","6.17%"
"06/01/2003","29.83","29.96","31.34","28.54","1.80B","0.54%"
"05/01/2003","29.67","27.33","29.75","27.08","1.53B","8.52%"
"04/01/2003","27.34","25.33","27.94","25.15","1.42B","8.71%"
"03/01/2003","25.15","25.17","27.27","23.44","1.67B","0.36%"
"02/01/2003","25.06","24.43","25.27","23.22","1.28B","2.96%"
"01/01/2003","24.34","24.62","27.36","23.91","1.52B","0.29%"
