"Date","Price","Open","High","Low","Vol.","Change %"
"11/01/2008","91.66","91.82","92.20","91.66","2.57M","-0.15%"
"10/01/2008","91.80","92.42","92.72","91.48","4.36M","-0.37%"
"09/01/2008","92.14","91.70","97.86","91.40","5.90M","0.36%"
"08/01/2008","91.81","91.72","91.86","91.66","1.54M","-0.05%"
"07/01/2008","91.86","91.74","91.88","91.62","1.82M","0.05%"
"06/01/2008","91.81","91.62","91.98","91.56","1.47M","0.14%"
"05/01/2008","91.68","91.72","91.72","91.56","723.69K","-0.02%"
"04/01/2008","91.70","91.76","91.84","91.64","758.84K","-0.22%"
"03/01/2008","91.90","91.68","92.96","91.62","1.11M","0.04%"
"02/01/2008","91.86","92.30","92.30","91.58","692.94K","-0.10%"
"01/01/2008","91.95","91.64","91.98","91.54","1.75M","0.40%"
"12/01/2007","91.58","91.76","94.24","91.32","1.20M","-0.35%"
"11/01/2007","91.90","91.56","106.20","91.54","1.46M","0.08%"
"10/01/2007","91.83","91.52","91.88","91.50","1.18M","0.03%"
"09/01/2007","91.80","91.62","91.94","91.54","823.30K","-0.20%"
"08/01/2007","91.98","91.58","92.10","91.48","1.20M","0.02%"
"07/01/2007","91.96","91.62","92.00","91.54","446.80K","-0.04%"
"06/01/2007","92.00","91.62","92.00","91.62","145.05K","0.44%"
