Date,QQQ,VWO,VEA,BND
2015-07-09,106.03,38.64,38.85,81.42
2015-07-10,107.65,39.73,40.03,81.04
2015-07-13,109.54,39.98,40.2,80.85
2015-07-14,110.26,40.08,40.48,81.0
2015-07-15,110.38,39.59,40.32,81.23
2015-07-16,111.94,40.06,40.66,81.23
2015-07-17,113.59,40.05,40.6,81.24
2015-07-20,113.98,39.8,40.69,81.13
2015-07-21,113.91,39.81,40.58,81.28
2015-07-22,112.62,39.28,40.24,81.31
2015-07-23,112.2,38.95,40.11,81.5
2015-07-24,111.1,38.39,39.68,81.55
2015-07-27,110.18,37.53,39.43,81.71
2015-07-28,111.13,37.89,39.92,81.57
2015-07-29,111.55,38.24,40.06,81.5
2015-07-30,112.08,38.0,40.04,81.53
2015-07-31,111.95,38.32,40.23,81.81
2015-08-03,111.6,37.69,40.11,81.83
2015-08-04,111.39,37.81,40.15,81.55
2015-08-05,112.25,37.85,40.36,81.42
2015-08-06,110.45,37.58,40.18,81.47
2015-08-07,110.31,37.54,40.14,81.64
2015-08-10,111.57,38.18,40.63,81.47
2015-08-11,110.14,37.36,39.99,81.78
2015-08-12,110.52,36.78,39.73,81.75
2015-08-13,110.34,36.71,39.72,81.58
2015-08-14,110.51,36.82,39.79,81.55
2015-08-17,111.43,36.43,39.71,81.7
2015-08-18,110.86,36.01,39.4,81.55
2015-08-19,110.13,35.52,39.08,81.84
2015-08-20,107.08,34.98,38.12,81.91
2015-08-21,102.4,33.86,37.16,82.04
2015-08-24,98.46,32.19,35.91,82.02
2015-08-25,98.09,32.63,36.27,81.75
2015-08-26,103.03,33.76,37.21,81.4
2015-08-27,105.64,35.12,37.7,81.51
2015-08-28,105.62,34.61,37.6,81.55
2015-08-31,104.31,34.54,37.32,81.44
2015-09-01,101.05,33.19,36.1,81.47
2015-09-02,103.9,33.69,36.66,81.41
2015-09-03,103.39,33.84,36.71,81.47
2015-09-04,102.16,32.78,35.89,81.67
2015-09-08,105.04,33.88,36.93,81.47
2015-09-09,103.86,33.69,36.79,81.45
2015-09-10,104.99,33.94,37.03,81.28
2015-09-11,105.57,34.07,37.02,81.45
2015-09-14,105.25,34.07,36.75,81.47
2015-09-15,106.49,34.42,37.02,81.13
2015-09-16,107.09,35.22,37.55,81.08
2015-09-17,107.13,35.22,37.57,81.54
2015-09-18,105.35,34.36,36.67,81.77
2015-09-21,105.68,34.44,36.67,81.47
2015-09-22,104.1,33.77,35.81,81.62
2015-09-23,104.18,33.26,35.64,81.62
2015-09-24,103.8,33.2,35.52,81.65
2015-09-25,102.92,32.69,35.69,81.5
2015-09-28,99.99,31.96,35.0,81.71
2015-09-29,99.47,32.22,34.93,81.77
2015-09-30,101.76,33.09,35.64,81.93
2015-10-01,102.22,33.2,35.74,81.81
2015-10-02,104.01,34.07,36.33,82.12
2015-10-05,105.5,34.75,37.06,81.8
2015-10-06,105.0,34.66,37.1,81.91
2015-10-07,105.63,35.52,37.54,81.91
2015-10-08,106.05,35.98,37.85,81.78
2015-10-09,106.53,36.02,37.93,81.77
2015-10-12,106.79,35.82,37.86,81.91
2015-10-13,106.1,35.18,37.41,81.96
2015-10-14,105.93,35.45,37.47,82.26
2015-10-15,107.67,36.26,38.16,82.1
2015-10-16,108.12,36.37,38.14,82.07
2015-10-19,108.74,36.0,37.98,82.07
2015-10-20,108.18,35.92,37.85,81.94
2015-10-21,107.52,35.4,37.82,82.09
2015-10-22,109.71,36.17,38.27,82.23
2015-10-23,112.78,36.41,38.62,82.02
2015-10-26,112.85,36.0,38.48,82.11
2015-10-27,113.08,35.67,38.14,82.13
2015-10-28,114.02,35.28,38.35,81.9
2015-10-29,113.84,34.89,38.07,81.61
2015-10-30,113.33,34.84,38.04,81.79
2015-11-02,114.61,35.5,38.41,81.46
2015-11-03,115.01,35.94,38.41,81.32
2015-11-04,115.02,35.74,38.16,81.37
2015-11-05,114.71,35.79,38.11,81.22
2015-11-06,114.79,35.39,37.93,80.9
2015-11-09,113.57,34.56,37.53,80.83
2015-11-10,113.28,34.47,37.52,80.92
2015-11-11,113.14,34.51,37.7,80.93
2015-11-12,112.04,34.15,37.25,80.94
2015-11-13,109.84,33.7,36.96,81.09
2015-11-16,111.42,34.43,37.4,81.09
2015-11-17,111.49,34.39,37.45,81.18
2015-11-18,113.63,34.66,37.81,81.14
2015-11-19,113.71,34.92,38.01,81.25
2015-11-20,114.48,35.22,37.93,81.23
2015-11-23,114.15,34.93,37.7,81.26
2015-11-24,114.05,35.02,37.75,81.29
2015-11-25,114.15,34.75,37.81,81.3
2015-11-27,114.31,33.99,37.8,81.34
2015-11-30,114.02,34.04,37.75,81.3
2015-12-01,115.16,34.24,38.16,81.44
2015-12-02,114.45,33.9,37.76,81.34
2015-12-03,112.51,33.8,37.58,80.71
2015-12-04,115.14,33.93,37.85,81.03
2015-12-07,114.62,33.45,37.54,81.17
2015-12-08,114.63,33.05,36.97,81.19
2015-12-09,112.89,32.81,36.89,81.16
2015-12-10,113.4,32.48,36.88,81.15
2015-12-11,110.79,31.56,36.22,81.37
2015-12-14,111.63,32.08,36.3,80.99
2015-12-15,112.31,32.55,36.44,80.9
2015-12-16,113.98,33.1,37.18,80.81
2015-12-17,112.32,32.81,36.75,80.98
2015-12-18,109.83,32.64,36.36,81.16
2015-12-21,111.05,32.71,36.37,81.07
2015-12-22,111.78,32.96,36.64,80.96
2015-12-23,112.61,33.45,37.24,80.74
2015-12-24,112.59,33.35,37.14,80.8
2015-12-28,112.53,33.18,37.03,80.8
2015-12-29,114.3,33.16,37.42,80.55
2015-12-30,113.27,32.7,37.19,80.6
2015-12-31,111.86,32.71,36.72,80.76
2016-01-04,109.5,31.78,36.17,80.72
2016-01-05,109.31,31.85,36.13,80.82
2016-01-06,108.26,31.28,35.47,81.18
2016-01-07,104.87,30.27,34.8,81.19
2016-01-08,104.01,30.0,34.37,81.29
2016-01-11,104.33,29.87,34.52,80.95
2016-01-12,105.54,29.98,34.66,81.16
2016-01-13,101.9,29.64,34.14,81.36
2016-01-14,104.07,30.02,34.54,81.26
2016-01-15,100.84,28.76,33.34,81.4
2016-01-19,101.06,29.16,33.63,81.3
2016-01-20,100.75,28.55,32.86,81.39
2016-01-21,100.85,28.6,33.11,81.34
2016-01-22,103.77,29.57,34.07,81.31
2016-01-25,102.23,29.08,33.58,81.31
2016-01-26,103.15,29.5,34.19,81.43
2016-01-27,100.58,29.31,33.97,81.43
2016-01-28,102.0,29.78,34.1,81.49
2016-01-29,104.13,30.83,34.69,81.73
2016-02-01,104.41,30.52,34.62,81.39
2016-02-02,102.15,29.61,33.84,81.67
2016-02-03,101.66,30.4,34.14,81.73
2016-02-04,101.65,30.61,34.21,81.79
2016-02-05,98.12,30.29,33.7,81.71
2016-02-08,96.62,29.87,33.09,82.06
2016-02-09,96.32,29.49,32.73,82.05
2016-02-10,96.69,29.58,32.66,82.22
2016-02-11,96.55,29.15,32.23,82.27
2016-02-12,98.02,29.63,32.74,82.0
2016-02-16,100.23,30.33,33.37,81.88
2016-02-17,102.5,30.96,33.97,81.86
2016-02-18,101.33,30.81,33.81,82.14
2016-02-19,101.63,30.68,33.75,82.03
2016-02-22,103.28,31.44,34.16,82.05
2016-02-23,101.58,30.76,33.59,82.1
2016-02-24,102.55,30.76,33.49,82.16
2016-02-25,103.56,30.81,33.89,82.28
2016-02-26,103.43,30.54,33.77,82.2
2016-02-29,102.5,30.73,33.62,82.25
2016-03-01,105.79,31.85,34.49,81.81
2016-03-02,105.83,32.34,34.73,81.76
2016-03-03,105.63,32.69,35.1,81.8
2016-03-04,105.67,33.41,35.37,81.76
2016-03-07,105.02,33.34,35.34,81.74
2016-03-08,104.15,32.76,34.95,82.01
2016-03-09,104.82,32.97,35.1,81.87
2016-03-10,104.66,32.89,35.07,81.83
2016-03-11,106.49,33.61,35.98,81.72
2016-03-14,106.67,33.42,35.9,81.9
2016-03-15,106.63,32.8,35.38,81.82
2016-03-16,107.58,33.49,35.75,82.14
2016-03-17,107.52,34.17,36.08,82.32
2016-03-18,107.37,34.4,36.02,82.39
2016-03-21,107.79,34.54,35.95,82.24
2016-03-22,108.12,34.39,35.91,82.22
2016-03-23,107.23,33.86,35.52,82.4
2016-03-24,107.26,33.81,35.29,82.3
2016-03-28,107.11,33.9,35.51,82.34
2016-03-29,108.83,34.23,35.93,82.68
2016-03-30,109.36,34.62,36.2,82.65
2016-03-31,109.2,34.58,35.88,82.81
2016-04-01,110.36,34.68,35.48,82.73
2016-04-04,109.94,34.21,35.4,82.73
2016-04-05,108.88,33.57,34.74,82.88
2016-04-06,110.67,34.0,35.3,82.84
2016-04-07,109.08,33.29,34.8,83.11
2016-04-08,109.0,33.87,35.46,83.04
2016-04-11,108.6,34.32,35.49,83.03
2016-04-12,109.51,34.85,36.03,82.9
2016-04-13,110.91,35.5,36.6,82.95
2016-04-14,110.92,35.32,36.64,82.88
2016-04-15,110.64,35.11,36.54,83.07
2016-04-18,111.23,35.23,36.87,83.04
2016-04-19,110.55,35.77,37.51,83.09
2016-04-20,110.64,35.54,37.52,82.86
2016-04-21,110.65,35.15,37.3,82.76
2016-04-22,108.98,35.02,37.27,82.73
2016-04-25,108.98,34.74,37.11,82.63
2016-04-26,108.45,35.15,37.25,82.51
2016-04-27,107.58,35.36,37.31,82.76
2016-04-28,106.28,35.0,36.83,82.91
2016-04-29,105.72,34.93,36.71,82.97
2016-05-02,106.72,34.84,37.02,82.66
2016-05-03,105.73,33.87,36.4,82.89
2016-05-04,105.05,33.39,35.96,82.92
2016-05-05,105.02,33.39,35.93,83.07
2016-05-06,105.58,33.47,36.01,83.03
2016-05-09,105.88,32.96,35.89,83.09
2016-05-10,107.33,33.62,36.42,83.09
2016-05-11,106.36,33.52,36.16,83.11
2016-05-12,105.89,33.46,36.13,83.12
2016-05-13,105.5,32.86,35.73,83.21
2016-05-16,106.82,33.24,36.17,83.03
2016-05-17,105.48,33.1,35.96,82.97
2016-05-18,105.86,32.84,35.93,82.58
2016-05-19,105.31,32.44,35.69,82.67
2016-05-20,106.47,32.8,36.02,82.67
2016-05-23,106.33,32.73,35.9,82.69
2016-05-24,108.46,33.12,36.34,82.65
2016-05-25,109.24,33.5,36.7,82.62
2016-05-26,109.56,33.72,36.78,82.76
2016-05-27,110.13,33.71,36.73,82.73
2016-05-31,110.34,33.8,36.6,82.8
2016-06-01,110.35,33.77,36.58,82.66
2016-06-02,110.58,34.04,36.59,82.82
2016-06-03,110.06,34.57,36.88,83.34
2016-06-06,110.46,34.86,37.13,83.21
2016-06-07,110.18,35.2,37.41,83.22
2016-06-08,110.37,35.49,37.53,83.32
2016-06-09,110.19,35.09,37.06,83.4
2016-06-10,108.94,34.2,36.06,83.48
2016-06-13,108.03,33.77,35.54,83.5
2016-06-14,108.03,33.45,34.56,83.49
2016-06-15,107.72,33.76,34.79,83.68
2016-06-16,108.04,33.68,34.8,83.77
2016-06-17,106.49,33.83,35.13,83.65
2016-06-20,107.16,34.32,35.95,83.46
2016-06-21,107.5,34.58,36.23,83.35
2016-06-22,107.24,34.63,36.17,83.38
2016-06-23,108.77,35.49,37.12,83.23
2016-06-24,104.29,33.48,34.08,83.69
2016-06-27,102.22,33.13,33.42,84.12
2016-06-28,104.46,34.08,34.31,84.22
2016-06-29,106.31,34.88,34.93,84.19
2016-06-30,107.54,35.23,35.36,84.3
2016-07-01,108.08,35.49,35.44,84.37
2016-07-05,107.42,34.79,34.74,84.66
2016-07-06,108.3,34.79,34.75,84.81
2016-07-07,108.62,34.64,34.6,84.67
2016-07-08,110.3,35.41,35.08,84.89
2016-07-11,110.93,35.7,35.56,84.64
2016-07-12,111.49,36.25,36.06,84.3
2016-07-13,111.22,36.19,36.03,84.45
2016-07-14,111.98,36.69,36.34,84.32
2016-07-15,111.8,36.56,36.16,84.05
2016-07-18,112.54,36.88,36.24,84.08
2016-07-19,112.13,36.56,35.95,84.21
2016-07-20,113.44,36.75,36.21,84.12
2016-07-21,113.18,36.65,36.12,84.22
2016-07-22,113.65,36.89,36.14,84.23
2016-07-25,113.66,36.59,36.08,84.18
2016-07-26,113.79,36.81,36.25,84.17
2016-07-27,114.58,36.86,36.41,84.42
2016-07-28,114.98,36.84,36.41,84.37
2016-07-29,115.23,37.04,36.83,84.64
2016-08-01,115.84,36.9,36.62,84.21
2016-08-02,114.96,36.7,36.44,84.13
2016-08-03,115.34,36.9,36.3,84.13
2016-08-04,115.67,37.08,36.51,84.28
2016-08-05,116.78,37.49,36.64,84.0
2016-08-08,116.65,37.73,36.76,84.01
2016-08-09,116.92,37.98,37.06,84.25
2016-08-10,116.62,37.89,37.19,84.36
2016-08-11,117.12,38.33,37.47,84.14
2016-08-12,117.2,38.18,37.37,84.33
2016-08-15,117.7,38.6,37.53,84.19
2016-08-16,117.05,38.4,37.44,84.15
2016-08-17,117.26,38.26,37.44,84.28
2016-08-18,117.29,38.57,37.63,84.37
2016-08-19,117.26,38.34,37.35,84.2
2016-08-22,117.35,37.86,37.38,84.32
2016-08-23,117.56,37.67,37.54,84.36
2016-08-24,116.8,37.78,37.43,84.35
2016-08-25,116.61,37.77,37.31,84.26
2016-08-26,116.78,37.47,37.05,84.05
2016-08-29,116.94,37.75,37.19,84.34
2016-08-30,116.56,37.69,37.11,84.27
2016-08-31,116.44,37.33,36.98,84.21
2016-09-01,116.74,37.53,37.29,84.16
2016-09-02,117.12,38.1,37.67,84.04
2016-09-06,117.85,38.76,38.03,84.29
2016-09-07,117.92,38.71,38.03,84.3
2016-09-08,117.23,38.63,37.95,83.98
2016-09-09,114.28,37.41,37.15,83.61
2016-09-12,116.33,37.72,37.44,83.64
2016-09-13,115.29,36.34,36.48,83.4
2016-09-14,115.84,36.47,36.46,83.51
2016-09-15,117.64,37.05,36.78,83.58
2016-09-16,117.29,36.8,36.33,83.65
2016-09-19,116.78,37.11,36.57,83.59
2016-09-20,117.0,37.12,36.73,83.61
2016-09-21,118.15,38.02,37.43,83.85
2016-09-22,119.09,38.19,37.8,84.02
2016-09-23,118.33,37.69,37.44,84.0
2016-09-26,117.34,37.23,37.11,84.14
2016-09-27,118.5,37.62,37.29,84.24
2016-09-28,118.7,37.99,37.62,84.24
2016-09-29,117.84,37.36,37.16,84.25
2016-09-30,118.72,37.63,37.41,84.14
2016-10-03,118.55,37.88,37.34,83.89
2016-10-04,118.37,37.5,37.23,83.61
2016-10-05,118.79,38.07,37.43,83.47
2016-10-06,118.73,38.07,37.23,83.44
2016-10-07,118.47,37.94,36.99,83.51
2016-10-10,119.22,38.2,37.14,83.42
2016-10-11,117.52,37.49,36.6,83.29
2016-10-12,117.42,37.45,36.55,83.34
2016-10-13,117.0,37.22,36.45,83.44
2016-10-14,117.14,37.32,36.48,83.27
2016-10-17,116.82,37.25,36.42,83.45
2016-10-18,117.86,37.91,36.81,83.56
2016-10-19,117.85,38.11,36.94,83.62
2016-10-20,117.71,38.06,36.94,83.57
2016-10-21,118.15,38.07,36.86,83.64
2016-10-24,119.57,38.26,36.81,83.52
2016-10-25,119.19,38.23,36.78,83.52
2016-10-26,118.38,37.95,36.6,83.37
2016-10-27,117.84,37.66,36.56,83.14
2016-10-28,117.1,37.45,36.54,83.1
2016-10-31,116.99,37.75,36.51,83.19
2016-11-01,116.11,37.47,36.41,83.0
2016-11-02,115.18,37.04,36.14,83.08
2016-11-03,114.05,36.95,36.12,83.03
2016-11-04,113.65,36.56,35.82,83.18
2016-11-07,116.35,37.8,36.31,83.07
2016-11-08,117.11,37.98,36.4,82.92
2016-11-09,117.65,36.98,36.34,82.1
2016-11-10,115.75,35.91,36.22,81.75
2016-11-11,115.8,35.25,35.93,81.6
2016-11-14,114.63,35.08,35.77,81.29
2016-11-15,116.22,35.74,35.99,81.4
2016-11-16,116.91,35.45,35.66,81.57
2016-11-17,117.76,35.46,35.9,81.24
2016-11-18,117.32,35.38,35.58,81.04
2016-11-21,118.54,35.73,35.89,81.03
2016-11-22,118.9,36.12,36.0,81.1
2016-11-23,118.42,35.77,35.87,80.89
2016-11-25,118.8,35.96,35.94,80.92
2016-11-28,118.53,36.14,35.81,81.11
2016-11-29,118.94,36.16,36.01,81.17
2016-11-30,117.5,36.22,35.96,80.89
2016-12-01,115.47,35.81,35.87,80.43
2016-12-02,115.7,35.77,35.97,80.72
2016-12-05,116.6,36.01,36.25,80.82
2016-12-06,116.88,36.16,36.5,80.81
2016-12-07,118.36,36.7,36.98,81.0
2016-12-08,118.57,36.87,37.01,80.84
2016-12-09,119.5,36.7,37.12,80.6
2016-12-12,118.96,36.4,37.0,80.51
2016-12-13,120.46,36.77,37.39,80.6
2016-12-14,120.21,35.71,36.78,80.19
2016-12-15,120.4,35.87,36.72,80.07
2016-12-16,119.6,35.65,36.73,80.14
2016-12-19,120.09,35.41,36.7,80.35
2016-12-20,120.55,35.3,36.78,80.36
2016-12-21,120.46,35.19,36.78,80.48
2016-12-22,120.12,34.86,36.38,80.22
2016-12-23,120.2,35.03,36.46,80.26
2016-12-27,120.82,35.2,36.41,80.2
2016-12-28,119.88,35.42,36.34,80.4
2016-12-29,119.71,35.97,36.47,80.62
2016-12-30,118.48,35.78,36.54,80.79
2017-01-03,119.54,36.17,36.77,80.8
2017-01-04,120.19,36.5,37.22,80.86
2017-01-05,120.87,36.88,37.55,81.27
2017-01-06,121.93,36.73,37.4,80.95
2017-01-09,122.33,36.67,37.31,81.15
2017-01-10,122.6,36.87,37.35,81.13
2017-01-11,122.93,37.19,37.61,81.17
2017-01-12,122.74,37.28,37.64,81.19
2017-01-13,123.16,37.24,37.78,81.06
2017-01-17,122.79,37.2,37.68,81.31
2017-01-18,123.04,37.06,37.51,80.89
2017-01-19,122.98,36.96,37.44,80.75
2017-01-20,123.25,37.02,37.62,80.81
2017-01-23,123.35,37.53,37.7,81.03
2017-01-24,124.18,37.8,37.86,80.91
2017-01-25,125.43,38.13,38.23,80.67
2017-01-26,125.56,37.97,38.11,80.7
2017-01-27,125.8,38.01,38.02,80.79
2017-01-30,124.82,37.82,37.75,80.77
2017-01-31,124.57,37.84,37.88,80.94
2017-02-01,125.43,37.92,38.01,80.63
2017-02-02,125.32,38.05,38.07,80.68
2017-02-03,125.68,38.29,38.23,80.7
2017-02-06,125.83,38.2,37.95,80.95
2017-02-07,126.29,38.06,37.92,81.08
2017-02-08,126.5,38.36,37.98,81.3
2017-02-09,126.96,38.56,38.12,81.08
2017-02-10,127.38,38.91,38.26,81.06
2017-02-13,128.1,39.06,38.4,80.97
2017-02-14,128.53,39.12,38.38,80.8
2017-02-15,129.29,39.41,38.52,80.67
2017-02-16,129.25,39.3,38.6,80.82
2017-02-17,129.81,39.17,38.47,81.01
2017-02-21,130.45,39.49,38.64,81.0
2017-02-22,130.5,39.59,38.61,81.05
2017-02-23,130.01,39.61,38.68,81.2
2017-02-24,130.26,39.19,38.35,81.5
2017-02-27,130.42,39.03,38.37,81.33
2017-02-28,130.02,38.69,38.28,81.27
2017-03-01,131.44,39.31,38.65,80.78
2017-03-02,130.78,38.61,38.41,80.63
2017-03-03,131.02,38.94,38.6,80.69
2017-03-06,130.73,39.0,38.47,80.64
2017-03-07,130.51,39.05,38.37,80.49
2017-03-08,130.74,38.66,38.17,80.3
2017-03-09,130.84,38.33,38.33,80.05
2017-03-10,131.39,38.65,38.63,80.21
2017-03-13,131.61,39.14,38.81,80.05
2017-03-14,131.29,38.92,38.52,80.04
2017-03-15,132.1,39.83,39.12,80.54
2017-03-16,132.01,40.1,39.28,80.42
2017-03-17,131.69,40.06,39.34,80.58
2017-03-20,131.81,40.47,39.32,80.74
2017-03-21,129.81,39.96,39.09,80.93
2017-03-22,130.69,40.08,39.14,81.04
2017-03-23,130.36,40.1,39.25,81.0
2017-03-24,130.63,40.21,39.2,80.98
2017-03-27,130.84,40.09,39.29,81.15
2017-03-28,131.64,40.19,39.47,81.0
2017-03-29,132.25,40.25,39.51,81.16
2017-03-30,132.47,40.02,39.36,81.03
2017-03-31,132.38,39.72,39.3,81.08
2017-04-03,132.3,40.03,39.26,81.2
2017-04-04,132.51,40.12,39.24,81.11
2017-04-05,131.97,40.05,39.03,81.18
2017-04-06,132.04,39.98,39.06,81.21
2017-04-07,131.97,39.97,39.01,81.03
2017-04-10,132.02,39.78,39.01,81.11
2017-04-11,131.45,39.82,39.17,81.37
2017-04-12,130.92,39.96,39.14,81.56
2017-04-13,130.4,39.75,38.89,81.68
2017-04-17,131.48,40.09,39.21,81.63
2017-04-18,131.28,39.62,38.98,81.92
2017-04-19,131.49,39.33,38.8,81.77
2017-04-20,132.59,39.74,39.15,81.66
2017-04-21,132.56,39.7,39.17,81.68
2017-04-24,134.16,40.16,40.03,81.57
2017-04-25,135.13,40.45,40.29,81.32
2017-04-26,134.94,40.3,40.14,81.4
2017-04-27,135.75,40.17,40.2,81.46
2017-04-28,135.99,40.34,40.17,81.55
2017-05-01,137.2,40.5,40.28,81.23
2017-05-02,137.43,40.7,40.52,81.37
2017-05-03,136.99,40.41,40.39,81.28
2017-05-04,137.04,39.98,40.68,81.19
2017-05-05,137.54,40.21,41.09,81.24
2017-05-08,137.84,39.96,40.9,81.1
2017-05-09,138.32,40.41,40.83,81.06
2017-05-10,138.4,40.73,40.89,81.05
2017-05-11,138.29,40.71,40.81,81.11
2017-05-12,138.6,40.93,40.99,81.35
2017-05-15,139.04,41.31,41.23,81.33
2017-05-16,139.62,41.35,41.44,81.41
2017-05-17,136.07,40.73,40.94,81.85
2017-05-18,137.26,39.98,41.02,81.78
2017-05-19,137.84,40.69,41.49,81.83
2017-05-22,139.0,40.68,41.6,81.76
2017-05-23,139.14,40.66,41.56,81.59
2017-05-24,139.78,40.8,41.65,81.76
2017-05-25,140.97,41.01,41.64,81.76
2017-05-26,141.22,41.11,41.53,81.8
2017-05-30,141.34,41.04,41.46,81.92
2017-05-31,141.29,40.74,41.54,81.96
2017-06-01,141.84,41.04,41.82,81.81
2017-06-02,143.46,41.17,42.22,82.08
2017-06-05,143.43,41.17,42.04,81.95
2017-06-06,142.86,41.2,41.94,82.1
2017-06-07,143.42,41.17,41.91,81.99
2017-06-08,143.57,41.25,41.85,81.93
2017-06-09,139.98,40.97,41.7,81.86
2017-06-12,139.23,40.82,41.57,81.84
2017-06-13,140.36,41.01,41.93,81.86
2017-06-14,139.75,40.98,41.88,82.16
2017-06-15,139.13,40.62,41.43,82.07
2017-06-16,138.15,40.75,41.8,82.16
2017-06-19,140.46,41.02,41.95,82.04
2017-06-20,139.36,40.53,41.57,82.16
2017-06-21,140.74,40.43,41.05,82.2
2017-06-22,140.7,40.58,41.13,82.23
2017-06-23,141.24,40.73,41.22,82.25
2017-06-26,140.58,41.16,41.3,82.34
2017-06-27,138.03,40.73,41.29,82.06
2017-06-28,140.02,40.97,41.66,82.06
2017-06-29,137.59,40.51,41.24,81.89
2017-06-30,137.64,40.83,41.32,81.83
2017-07-03,136.19,41.02,41.24,81.5
2017-07-05,137.53,40.95,41.26,81.55
2017-07-06,136.29,40.5,41.01,81.36
2017-07-07,137.76,40.61,41.08,81.34
2017-07-10,138.66,40.9,41.15,81.38
2017-07-11,139.05,41.19,41.28,81.46
2017-07-12,140.7,41.97,41.65,81.65
2017-07-13,141.01,42.09,41.77,81.62
2017-07-14,142.12,42.52,42.07,81.65
2017-07-17,142.19,42.3,42.0,81.76
2017-07-18,143.14,42.37,42.09,81.95
2017-07-19,143.98,42.78,42.29,81.96
2017-07-20,144.17,42.69,42.43,82.01
2017-07-21,144.11,42.6,42.32,82.1
2017-07-24,144.77,42.76,42.24,82.06
2017-07-25,144.4,42.69,42.27,81.75
2017-07-26,144.87,43.0,42.54,81.95
2017-07-27,143.96,42.78,42.38,81.85
2017-07-28,143.84,42.94,42.42,82.0
2017-07-31,143.23,43.01,42.51,81.99
2017-08-01,143.56,43.19,42.75,81.98
2017-08-02,143.95,43.29,42.73,81.93
2017-08-03,143.39,43.13,42.67,82.1
2017-08-04,143.65,43.24,42.73,81.97
2017-08-07,144.56,43.58,42.76,82.0
2017-08-08,144.31,43.52,42.54,81.89
2017-08-09,144.12,43.28,42.43,81.95
2017-08-10,141.03,42.28,41.82,82.07
2017-08-11,142.1,42.41,41.81,82.14
2017-08-14,143.93,42.78,42.1,82.08
2017-08-15,144.03,42.75,42.06,81.94
2017-08-16,144.28,43.27,42.32,82.06
2017-08-17,141.33,42.72,41.84,82.21
2017-08-18,141.23,43.03,41.96,82.17
2017-08-21,141.05,43.14,41.97,82.21
2017-08-22,143.2,43.52,42.18,82.11
2017-08-23,142.69,43.73,42.2,82.35
2017-08-24,142.27,43.83,42.15,82.23
2017-08-25,141.97,44.2,42.4,82.33
2017-08-28,142.41,44.19,42.4,82.37
2017-08-29,142.97,44.1,42.22,82.46
2017-08-30,144.65,44.15,42.16,82.45
2017-08-31,146.2,44.3,42.52,82.52
2017-09-01,146.0,44.62,42.6,82.21
2017-09-05,144.69,44.28,42.29,82.55
2017-09-06,145.13,44.6,42.6,82.41
2017-09-07,145.47,44.82,42.95,82.67
2017-09-08,144.21,44.53,42.94,82.58
2017-09-11,145.87,45.05,43.26,82.33
2017-09-12,146.22,44.97,43.35,82.21
2017-09-13,146.42,44.67,43.15,82.11
2017-09-14,145.56,44.76,43.27,82.16
2017-09-15,146.06,45.06,43.29,82.17
2017-09-18,145.55,45.02,43.36,82.11
2017-09-19,145.8,45.06,43.57,82.05
2017-09-20,145.35,44.41,43.28,81.98
2017-09-21,144.46,44.45,43.21,81.96
2017-09-22,144.32,44.18,43.31,82.04
2017-09-25,142.8,43.36,43.12,82.22
2017-09-26,143.17,43.35,42.96,82.18
2017-09-27,144.46,43.11,43.02,81.93
2017-09-28,144.41,43.13,43.16,81.95
2017-09-29,145.45,43.57,43.41,81.96
2017-10-02,145.58,43.61,43.36,81.76
2017-10-03,145.89,44.21,43.53,81.8
2017-10-04,146.03,44.26,43.45,81.8
2017-10-05,147.46,44.54,43.41,81.74
2017-10-06,147.66,44.37,43.36,81.65
2017-10-09,147.49,44.22,43.38,81.73
2017-10-10,147.6,44.65,43.78,81.77
2017-10-11,148.04,44.78,43.93,81.81
2017-10-12,147.77,44.78,43.93,81.88
2017-10-13,148.34,45.18,44.15,82.05
2017-10-16,148.85,45.14,44.11,81.97
2017-10-17,149.04,44.92,44.01,81.98
2017-10-18,148.86,44.96,44.09,81.85
2017-10-19,148.31,44.63,44.01,81.89
2017-10-20,148.71,44.81,43.95,81.69
2017-10-23,147.74,44.41,43.84,81.76
2017-10-24,147.99,44.53,43.94,81.62
2017-10-25,147.43,44.43,43.76,81.55
2017-10-26,146.96,44.2,43.71,81.45
2017-10-27,151.24,44.74,43.88,81.63
2017-10-30,151.58,44.38,43.98,81.82
2017-10-31,152.15,44.63,44.18,81.77
2017-11-01,152.1,44.74,44.28,81.65
2017-11-02,151.81,44.88,44.37,81.73
2017-11-03,153.27,44.62,44.33,81.8
2017-11-06,153.79,45.05,44.41,81.86
2017-11-07,153.88,44.77,44.26,81.89
2017-11-08,154.5,44.93,44.45,81.83
2017-11-09,153.69,44.76,44.15,81.75
2017-11-10,153.68,44.59,44.04,81.42
2017-11-13,153.87,44.5,43.87,81.43
2017-11-14,153.31,44.2,43.83,81.53
2017-11-15,152.59,43.84,43.62,81.72
2017-11-16,154.54,44.62,44.04,81.61
2017-11-17,153.95,44.87,43.87,81.69
2017-11-20,153.83,45.06,43.95,81.64
2017-11-21,155.5,45.62,44.29,81.71
2017-11-22,155.69,45.77,44.44,81.88
2017-11-24,156.26,45.6,44.72,81.86
2017-11-27,156.19,45.13,44.44,81.83
2017-11-28,156.59,45.4,44.66,81.83
2017-11-29,153.86,44.77,44.47,81.63
2017-11-30,155.15,44.48,44.56,81.51
2017-12-01,154.49,44.05,44.43,81.56
